PKAIZ	5179
tangela	stun spore
tangela	sleep powder
tangela	toxic
tangela	confusion
tangela	rage
tangela	mimic
tangela	double team
tangela	reflect
tangela	bide
tangela	skull bash
tangela	constrict
tangela	amnesia
tangela	flash
tangela	rest
tangela	substitute
kangaskhan	pound
kangaskhan	comet punch
kangaskhan	mega punch
kangaskhan	fire punch
kangaskhan	ice punch
kangaskhan	thunder punch
kangaskhan	cut
kangaskhan	stomp
kangaskhan	mega kick
kangaskhan	headbutt
kangaskhan	body slam
kangaskhan	take down
kangaskhan	double-edge
kangaskhan	tail whip
kangaskhan	leer
kangaskhan	bite
kangaskhan	growl
kangaskhan	roar
kangaskhan	disable
kangaskhan	flamethrower
kangaskhan	water gun
kangaskhan	hydro pump
kangaskhan	surf
kangaskhan	ice beam
kangaskhan	blizzard
kangaskhan	bubble beam
kangaskhan	hyper beam
kangaskhan	submission
kangaskhan	low kick
kangaskhan	counter
kangaskhan	seismic toss
kangaskhan	strength
kangaskhan	solar beam
kangaskhan	thunderbolt
kangaskhan	thunder
kangaskhan	earthquake
kangaskhan	fissure
kangaskhan	dig
kangaskhan	toxic
kangaskhan	rage
kangaskhan	mimic
kangaskhan	double team
kangaskhan	focus energy
kangaskhan	bide
kangaskhan	fire blast
kangaskhan	skull bash
kangaskhan	dizzy punch
kangaskhan	rest
kangaskhan	rock slide
kangaskhan	substitute
horsea	razor wind
horsea	headbutt
horsea	take down
horsea	double-edge
horsea	leer
horsea	disable
horsea	water gun
horsea	hydro pump
horsea	surf
horsea	ice beam
horsea	blizzard
horsea	bubble beam
horsea	aurora beam
horsea	dragon rage
horsea	toxic
horsea	agility
horsea	rage
horsea	mimic
horsea	double team
horsea	smokescreen
horsea	focus energy
horsea	bide
horsea	waterfall
horsea	swift
horsea	skull bash
horsea	bubble
horsea	splash
horsea	rest
horsea	substitute
goldeen	swords dance
goldeen	headbutt
goldeen	horn attack
goldeen	fury attack
goldeen	horn drill
goldeen	body slam
goldeen	take down
goldeen	double-edge
goldeen	tail whip
goldeen	supersonic
goldeen	water gun
goldeen	hydro pump
goldeen	surf
goldeen	ice beam
goldeen	blizzard
goldeen	psybeam
goldeen	bubble beam
goldeen	peck
goldeen	toxic
goldeen	agility
goldeen	quick attack
goldeen	rage
goldeen	mimic
goldeen	double team
goldeen	haze
goldeen	bide
goldeen	waterfall
goldeen	swift
goldeen	skull bash
goldeen	rest
goldeen	substitute
staryu	headbutt
staryu	tackle
staryu	take down
staryu	double-edge
staryu	supersonic
staryu	water gun
staryu	hydro pump
staryu	surf
staryu	ice beam
staryu	blizzard
staryu	psybeam
staryu	bubble beam
staryu	aurora beam
staryu	thunderbolt
staryu	thunder wave
staryu	thunder
staryu	toxic
staryu	psychic
staryu	rage
staryu	teleport
staryu	mimic
staryu	double team
staryu	recover
staryu	harden
staryu	minimize
staryu	confuse ray
staryu	barrier
staryu	light screen
staryu	reflect
staryu	bide
staryu	waterfall
staryu	swift
staryu	skull bash
staryu	flash
staryu	psywave
staryu	rest
staryu	tri attack
staryu	substitute
scyther	razor wind
scyther	swords dance
scyther	cut
scyther	wing attack
scyther	headbutt
scyther	take down
scyther	double-edge
scyther	leer
scyther	hyper beam
scyther	counter
scyther	toxic
scyther	agility
scyther	quick attack
scyther	rage
scyther	mimic
scyther	double team
scyther	light screen
scyther	focus energy
scyther	bide
scyther	swift
scyther	skull bash
scyther	rest
scyther	slash
scyther	substitute
pinsir	vise grip
pinsir	guillotine
pinsir	swords dance
pinsir	cut
pinsir	bind
pinsir	headbutt
pinsir	fury attack
pinsir	body slam
pinsir	take down
pinsir	thrash
pinsir	double-edge
pinsir	hyper beam
pinsir	submission
pinsir	seismic toss
pinsir	strength
pinsir	string shot
pinsir	earthquake
pinsir	dig
pinsir	toxic
pinsir	quick attack
pinsir	rage
pinsir	mimic
pinsir	double team
pinsir	harden
pinsir	focus energy
pinsir	bide
pinsir	rest
pinsir	rock slide
pinsir	slash
pinsir	substitute
tauros	stomp
tauros	headbutt
tauros	horn attack
tauros	horn drill
tauros	tackle
tauros	body slam
tauros	take down
tauros	thrash
tauros	double-edge
tauros	tail whip
tauros	leer
tauros	flamethrower
tauros	surf
tauros	ice beam
tauros	blizzard
tauros	hyper beam
tauros	strength
tauros	solar beam
tauros	thunderbolt
tauros	thunder
tauros	earthquake
tauros	fissure
tauros	dig
tauros	toxic
tauros	rage
tauros	mimic
tauros	double team
tauros	focus energy
tauros	bide
tauros	fire blast
tauros	skull bash
tauros	rest
tauros	rock slide
tauros	substitute
magikarp	tackle
magikarp	hydro pump
magikarp	splash
lapras	headbutt
lapras	horn drill
lapras	body slam
lapras	take down
lapras	double-edge
lapras	growl
lapras	roar
lapras	sing
lapras	mist
lapras	water gun
lapras	hydro pump
lapras	surf
lapras	ice beam
lapras	blizzard
lapras	bubble beam
lapras	aurora beam
lapras	hyper beam
lapras	strength
lapras	solar beam
lapras	dragon rage
lapras	thunderbolt
lapras	thunder
lapras	earthquake
lapras	fissure
lapras	toxic
lapras	psychic
lapras	rage
lapras	mimic
lapras	double team
lapras	confuse ray
lapras	haze
lapras	reflect
lapras	bide
lapras	waterfall
lapras	skull bash
lapras	dream eater
lapras	psywave
lapras	rest
lapras	substitute
ditto	transform
eevee	pay day
eevee	double kick
eevee	sand attack
eevee	headbutt
eevee	tackle
eevee	body slam
eevee	take down
eevee	double-edge
eevee	tail whip
eevee	bite
eevee	growl
eevee	roar
eevee	dig
eevee	toxic
eevee	quick attack
eevee	rage
eevee	mimic
eevee	double team
eevee	reflect
eevee	focus energy
eevee	bide
eevee	swift
eevee	skull bash
eevee	rest
eevee	substitute
porygon	headbutt
porygon	tackle
porygon	take down
porygon	double-edge
porygon	ice beam
porygon	blizzard
porygon	psybeam
porygon	hyper beam
porygon	solar beam
porygon	thunder shock
porygon	thunderbolt
porygon	thunder wave
porygon	thunder
porygon	toxic
porygon	psychic
porygon	agility
porygon	rage
porygon	teleport
porygon	mimic
porygon	double team
porygon	recover
porygon	barrier
porygon	reflect
porygon	bide
porygon	swift
porygon	skull bash
porygon	dream eater
porygon	flash
porygon	psywave
porygon	rest
porygon	sharpen
porygon	conversion
porygon	tri attack
porygon	substitute
omanyte	bind
omanyte	slam
omanyte	sand attack
omanyte	headbutt
omanyte	horn attack
omanyte	body slam
omanyte	take down
omanyte	double-edge
omanyte	leer
omanyte	bite
omanyte	supersonic
omanyte	water gun
omanyte	hydro pump
omanyte	surf
omanyte	ice beam
omanyte	blizzard
omanyte	bubble beam
omanyte	aurora beam
omanyte	rock throw
omanyte	toxic
omanyte	rage
omanyte	mimic
omanyte	double team
omanyte	withdraw
omanyte	haze
omanyte	reflect
omanyte	bide
omanyte	waterfall
omanyte	spike cannon
omanyte	constrict
omanyte	rest
omanyte	rock slide
omanyte	substitute
kabuto	scratch
kabuto	sand attack
kabuto	headbutt
kabuto	body slam
kabuto	take down
kabuto	double-edge
kabuto	leer
kabuto	water gun
kabuto	hydro pump
kabuto	surf
kabuto	ice beam
kabuto	blizzard
kabuto	bubble beam
kabuto	aurora beam
kabuto	absorb
kabuto	mega drain
kabuto	rock throw
kabuto	dig
kabuto	toxic
kabuto	rage
kabuto	mimic
kabuto	screech
kabuto	double team
kabuto	harden
kabuto	confuse ray
kabuto	reflect
kabuto	bide
kabuto	waterfall
kabuto	leech life
kabuto	rest
kabuto	rock slide
kabuto	slash
kabuto	substitute
aerodactyl	razor wind
aerodactyl	wing attack
aerodactyl	whirlwind
aerodactyl	fly
aerodactyl	headbutt
aerodactyl	take down
aerodactyl	double-edge
aerodactyl	bite
aerodactyl	roar
aerodactyl	supersonic
aerodactyl	flamethrower
aerodactyl	hyper beam
aerodactyl	strength
aerodactyl	dragon rage
aerodactyl	rock throw
aerodactyl	earthquake
aerodactyl	toxic
aerodactyl	agility
aerodactyl	rage
aerodactyl	mimic
aerodactyl	double team
aerodactyl	reflect
aerodactyl	bide
aerodactyl	fire blast
aerodactyl	swift
aerodactyl	sky attack
aerodactyl	rest
aerodactyl	rock slide
aerodactyl	substitute
articuno	razor wind
articuno	gust
articuno	whirlwind
articuno	fly
articuno	headbutt
articuno	take down
articuno	double-edge
articuno	leer
articuno	roar
articuno	mist
articuno	water gun
articuno	ice beam
articuno	blizzard
articuno	bubble beam
articuno	hyper beam
articuno	peck
articuno	toxic
articuno	agility
articuno	rage
articuno	mimic
articuno	double team
articuno	light screen
articuno	haze
articuno	reflect
articuno	bide
articuno	swift
articuno	sky attack
articuno	rest
articuno	substitute
zapdos	razor wind
zapdos	whirlwind
zapdos	fly
zapdos	headbutt
zapdos	take down
zapdos	double-edge
zapdos	leer
zapdos	roar
zapdos	hyper beam
zapdos	peck
zapdos	drill peck
zapdos	thunder shock
zapdos	thunderbolt
zapdos	thunder wave
zapdos	thunder
zapdos	toxic
zapdos	agility
zapdos	rage
zapdos	mimic
zapdos	double team
zapdos	light screen
zapdos	reflect
zapdos	bide
zapdos	swift
zapdos	sky attack
zapdos	flash
zapdos	rest
zapdos	substitute
moltres	razor wind
moltres	gust
moltres	wing attack
moltres	whirlwind
moltres	fly
moltres	headbutt
moltres	take down
moltres	double-edge
moltres	leer
moltres	roar
moltres	ember
moltres	flamethrower
moltres	hyper beam
moltres	peck
moltres	solar beam
moltres	fire spin
moltres	toxic
moltres	agility
moltres	rage
moltres	mimic
moltres	double team
moltres	reflect
moltres	bide
moltres	fire blast
moltres	swift
moltres	sky attack
moltres	rest
moltres	substitute
dratini	bind
dratini	slam
dratini	headbutt
dratini	body slam
dratini	wrap
dratini	take down
dratini	double-edge
dratini	leer
dratini	supersonic
dratini	flamethrower
dratini	mist
dratini	water gun
dratini	hydro pump
dratini	surf
dratini	ice beam
dratini	blizzard
dratini	bubble beam
dratini	hyper beam
dratini	dragon rage
dratini	fire spin
dratini	thunderbolt
dratini	thunder wave
dratini	thunder
dratini	toxic
dratini	agility
dratini	rage
dratini	mimic
dratini	double team
dratini	light screen
dratini	haze
dratini	reflect
dratini	bide
dratini	fire blast
dratini	waterfall
dratini	swift
dratini	skull bash
dratini	rest
dratini	substitute
mewtwo	mega punch
mewtwo	pay day
mewtwo	fire punch
mewtwo	ice punch
mewtwo	thunder punch
mewtwo	mega kick
mewtwo	headbutt
mewtwo	body slam
mewtwo	take down
mewtwo	double-edge
mewtwo	disable
mewtwo	flamethrower
mewtwo	mist
mewtwo	water gun
mewtwo	ice beam
mewtwo	blizzard
mewtwo	psybeam
mewtwo	bubble beam
mewtwo	hyper beam
mewtwo	submission
mewtwo	low kick
mewtwo	counter
mewtwo	seismic toss
mewtwo	strength
mewtwo	solar beam
mewtwo	thunderbolt
mewtwo	thunder wave
mewtwo	thunder
mewtwo	earthquake
mewtwo	toxic
mewtwo	confusion
mewtwo	psychic
mewtwo	agility
mewtwo	rage
mewtwo	teleport
mewtwo	night shade
mewtwo	mimic
mewtwo	double team
mewtwo	recover
mewtwo	confuse ray
mewtwo	barrier
mewtwo	light screen
mewtwo	reflect
mewtwo	bide
mewtwo	metronome
mewtwo	self-destruct
mewtwo	fire blast
mewtwo	swift
mewtwo	skull bash
mewtwo	amnesia
mewtwo	dream eater
mewtwo	flash
mewtwo	psywave
mewtwo	rest
mewtwo	rock slide
mewtwo	tri attack
mewtwo	substitute
rapidash	pay day
rapidash	swords dance
rapidash	stomp
rapidash	double kick
rapidash	headbutt
rapidash	fury attack
rapidash	horn drill
rapidash	tackle
rapidash	body slam
rapidash	take down
rapidash	double-edge
rapidash	tail whip
rapidash	growl
rapidash	ember
rapidash	flamethrower
rapidash	hyper beam
rapidash	low kick
rapidash	strength
rapidash	solar beam
rapidash	fire spin
rapidash	toxic
rapidash	hypnosis
rapidash	agility
rapidash	quick attack
rapidash	rage
rapidash	mimic
rapidash	double team
rapidash	reflect
rapidash	bide
rapidash	fire blast
rapidash	swift
rapidash	skull bash
rapidash	rest
rapidash	substitute
slowbro	mega punch
slowbro	pay day
slowbro	ice punch
slowbro	stomp
slowbro	mega kick
slowbro	headbutt
slowbro	tackle
slowbro	body slam
slowbro	take down
slowbro	double-edge
slowbro	growl
slowbro	disable
slowbro	flamethrower
slowbro	water gun
slowbro	hydro pump
slowbro	surf
slowbro	ice beam
slowbro	blizzard
slowbro	psybeam
slowbro	bubble beam
slowbro	hyper beam
slowbro	submission
slowbro	counter
slowbro	seismic toss
slowbro	strength
slowbro	thunder wave
slowbro	earthquake
slowbro	fissure
slowbro	dig
slowbro	toxic
slowbro	confusion
slowbro	psychic
slowbro	rage
slowbro	teleport
slowbro	mimic
slowbro	double team
slowbro	withdraw
slowbro	light screen
slowbro	reflect
slowbro	bide
slowbro	metronome
slowbro	fire blast
slowbro	waterfall
slowbro	swift
slowbro	skull bash
slowbro	amnesia
slowbro	dream eater
slowbro	flash
slowbro	psywave
slowbro	rest
slowbro	tri attack
slowbro	substitute
magneton	headbutt
magneton	tackle
magneton	take down
magneton	double-edge
magneton	supersonic
magneton	sonic boom
magneton	hyper beam
magneton	thunder shock
magneton	thunderbolt
magneton	thunder wave
magneton	thunder
magneton	toxic
magneton	rage
magneton	teleport
magneton	mimic
magneton	screech
magneton	double team
magneton	confuse ray
magneton	light screen
magneton	reflect
magneton	bide
magneton	swift
magneton	flash
magneton	explosion
magneton	rest
magneton	tri attack
magneton	substitute
dodrio	swords dance
dodrio	wing attack
dodrio	whirlwind
dodrio	fly
dodrio	jump kick
dodrio	headbutt
dodrio	fury attack
dodrio	body slam
dodrio	take down
dodrio	thrash
dodrio	double-edge
dodrio	leer
dodrio	growl
dodrio	supersonic
dodrio	hyper beam
dodrio	peck
dodrio	drill peck
dodrio	low kick
dodrio	toxic
dodrio	agility
dodrio	quick attack
dodrio	rage
dodrio	mimic
dodrio	double team
dodrio	reflect
dodrio	bide
dodrio	mirror move
dodrio	swift
dodrio	skull bash
dodrio	sky attack
dodrio	rest
dodrio	tri attack
dodrio	substitute
dewgong	pay day
dewgong	headbutt
dewgong	horn drill
dewgong	body slam
dewgong	take down
dewgong	double-edge
dewgong	growl
dewgong	disable
dewgong	water gun
dewgong	hydro pump
dewgong	surf
dewgong	ice beam
dewgong	blizzard
dewgong	bubble beam
dewgong	aurora beam
dewgong	hyper beam
dewgong	strength
dewgong	toxic
dewgong	rage
dewgong	mimic
dewgong	double team
dewgong	haze
dewgong	bide
dewgong	lick
dewgong	waterfall
dewgong	skull bash
dewgong	rest
dewgong	substitute
muk	pound
muk	fire punch
muk	ice punch
muk	thunder punch
muk	headbutt
muk	body slam
muk	take down
muk	disable
muk	flamethrower
muk	hyper beam
muk	strength
muk	mega drain
muk	thunderbolt
muk	thunder
muk	dig
muk	toxic
muk	rage
muk	mimic
muk	screech
muk	double team
muk	harden
muk	minimize
muk	confuse ray
muk	haze
muk	bide
muk	metronome
muk	self-destruct
muk	smog
muk	sludge
muk	fire blast
muk	swift
muk	poison gas
muk	acid armor
muk	explosion
muk	rest
muk	rock slide
muk	substitute
cloyster	headbutt
cloyster	tackle
cloyster	body slam
cloyster	take down
cloyster	double-edge
cloyster	twineedle
cloyster	pin missile
cloyster	leer
cloyster	supersonic
cloyster	water gun
cloyster	hydro pump
cloyster	surf
cloyster	ice beam
cloyster	blizzard
cloyster	bubble beam
cloyster	aurora beam
cloyster	hyper beam
cloyster	toxic
cloyster	rage
cloyster	teleport
cloyster	mimic
cloyster	screech
cloyster	double team
cloyster	withdraw
cloyster	barrier
cloyster	light screen
cloyster	reflect
cloyster	bide
cloyster	self-destruct
cloyster	waterfall
cloyster	clamp
cloyster	swift
cloyster	spike cannon
cloyster	explosion
cloyster	rest
cloyster	tri attack
cloyster	substitute
haunter	fire punch
haunter	ice punch
haunter	thunder punch
haunter	headbutt
haunter	mega drain
haunter	thunderbolt
haunter	thunder
haunter	toxic
haunter	psychic
haunter	hypnosis
haunter	rage
haunter	night shade
haunter	mimic
haunter	double team
haunter	confuse ray
haunter	haze
haunter	bide
haunter	metronome
haunter	self-destruct
haunter	lick
haunter	smog
haunter	dream eater
haunter	poison gas
haunter	psywave
haunter	explosion
haunter	rest
haunter	substitute
gengar	mega punch
gengar	fire punch
gengar	ice punch
gengar	thunder punch
gengar	mega kick
gengar	headbutt
gengar	body slam
gengar	take down
gengar	double-edge
gengar	disable
gengar	hyper beam
gengar	submission
gengar	counter
gengar	seismic toss
gengar	strength
gengar	mega drain
gengar	thunderbolt
gengar	thunder wave
gengar	thunder
gengar	toxic
gengar	psychic
gengar	hypnosis
gengar	rage
gengar	night shade
gengar	mimic
gengar	double team
gengar	confuse ray
gengar	haze
gengar	bide
gengar	metronome
gengar	self-destruct
gengar	lick
gengar	smog
gengar	skull bash
gengar	dream eater
gengar	poison gas
gengar	psywave
gengar	explosion
gengar	rest
gengar	substitute
hypno	pound
hypno	mega punch
hypno	fire punch
hypno	ice punch
hypno	thunder punch
hypno	mega kick
hypno	headbutt
hypno	body slam
hypno	take down
hypno	double-edge
hypno	disable
hypno	psybeam
hypno	hyper beam
hypno	submission
hypno	low kick
hypno	counter
hypno	seismic toss
hypno	thunder wave
hypno	toxic
hypno	confusion
hypno	psychic
hypno	hypnosis
hypno	meditate
hypno	rage
hypno	teleport
hypno	night shade
hypno	mimic
hypno	double team
hypno	confuse ray
hypno	barrier
hypno	light screen
hypno	haze
hypno	reflect
hypno	bide
hypno	metronome
hypno	swift
hypno	skull bash
hypno	dream eater
hypno	poison gas
hypno	flash
hypno	psywave
hypno	rest
hypno	tri attack
hypno	substitute
kingler	vise grip
kingler	guillotine
kingler	swords dance
kingler	cut
kingler	slam
kingler	stomp
kingler	headbutt
kingler	body slam
kingler	take down
kingler	double-edge
kingler	leer
kingler	water gun
kingler	hydro pump
kingler	surf
kingler	ice beam
kingler	blizzard
kingler	bubble beam
kingler	hyper beam
kingler	strength
kingler	dig
kingler	toxic
kingler	agility
kingler	rage
kingler	mimic
kingler	double team
kingler	harden
kingler	bide
kingler	amnesia
kingler	bubble
kingler	crabhammer
kingler	rest
kingler	rock slide
kingler	substitute
electrode	headbutt
electrode	tackle
electrode	take down
electrode	double-edge
electrode	sonic boom
electrode	hyper beam
electrode	thunder shock
electrode	thunderbolt
electrode	thunder wave
electrode	thunder
electrode	toxic
electrode	agility
electrode	rage
electrode	teleport
electrode	mimic
electrode	screech
electrode	double team
electrode	light screen
electrode	reflect
electrode	bide
electrode	self-destruct
electrode	swift
electrode	skull bash
electrode	flash
electrode	explosion
electrode	rest
electrode	substitute
exeggutor	swords dance
exeggutor	stomp
exeggutor	headbutt
exeggutor	body slam
exeggutor	take down
exeggutor	double-edge
exeggutor	psybeam
exeggutor	hyper beam
exeggutor	low kick
exeggutor	strength
exeggutor	absorb
exeggutor	mega drain
exeggutor	leech seed
exeggutor	solar beam
exeggutor	stun spore
exeggutor	earthquake
exeggutor	toxic
exeggutor	confusion
exeggutor	psychic
exeggutor	hypnosis
exeggutor	rage
exeggutor	teleport
exeggutor	mimic
exeggutor	double team
exeggutor	light screen
exeggutor	reflect
exeggutor	bide
exeggutor	self-destruct
exeggutor	egg bomb
exeggutor	dream eater
exeggutor	barrage
exeggutor	flash
exeggutor	psywave
exeggutor	explosion
exeggutor	rest
exeggutor	substitute
marowak	mega punch
marowak	fire punch
marowak	thunder punch
marowak	swords dance
marowak	mega kick
marowak	headbutt
marowak	body slam
marowak	take down
marowak	thrash
marowak	double-edge
marowak	tail whip
marowak	leer
marowak	growl
marowak	flamethrower
marowak	water gun
marowak	ice beam
marowak	blizzard
marowak	bubble beam
marowak	hyper beam
marowak	submission
marowak	low kick
marowak	counter
marowak	seismic toss
marowak	strength
marowak	earthquake
marowak	fissure
marowak	dig
marowak	toxic
marowak	rage
marowak	mimic
marowak	screech
marowak	double team
marowak	focus energy
marowak	bide
marowak	bone club
marowak	fire blast
marowak	swift
marowak	skull bash
marowak	bonemerang
marowak	rest
marowak	rock slide
marowak	substitute
hitmonlee	mega punch
hitmonlee	swords dance
hitmonlee	double kick
hitmonlee	mega kick
hitmonlee	jump kick
hitmonlee	rolling kick
hitmonlee	headbutt
hitmonlee	tackle
hitmonlee	body slam
hitmonlee	take down
hitmonlee	double-edge
hitmonlee	submission
hitmonlee	low kick
hitmonlee	counter
hitmonlee	seismic toss
hitmonlee	strength
hitmonlee	earthquake
hitmonlee	toxic
hitmonlee	meditate
hitmonlee	rage
hitmonlee	mimic
hitmonlee	double team
hitmonlee	focus energy
hitmonlee	bide
hitmonlee	metronome
hitmonlee	swift
hitmonlee	skull bash
hitmonlee	high jump kick
hitmonlee	rest
hitmonlee	rock slide
hitmonlee	substitute
hitmonchan	comet punch
hitmonchan	mega punch
hitmonchan	fire punch
hitmonchan	ice punch
hitmonchan	thunder punch
hitmonchan	swords dance
hitmonchan	mega kick
hitmonchan	headbutt
hitmonchan	tackle
hitmonchan	body slam
hitmonchan	take down
hitmonchan	double-edge
hitmonchan	leer
hitmonchan	submission
hitmonchan	low kick
hitmonchan	counter
hitmonchan	seismic toss
hitmonchan	strength
hitmonchan	earthquake
hitmonchan	toxic
hitmonchan	agility
hitmonchan	rage
hitmonchan	mimic
hitmonchan	double team
hitmonchan	focus energy
hitmonchan	bide
hitmonchan	metronome
hitmonchan	swift
hitmonchan	skull bash
hitmonchan	high jump kick
hitmonchan	dizzy punch
hitmonchan	rest
hitmonchan	rock slide
hitmonchan	substitute
weezing	headbutt
weezing	tackle
weezing	body slam
weezing	take down
weezing	flamethrower
weezing	psybeam
weezing	hyper beam
weezing	thunderbolt
weezing	thunder
weezing	toxic
weezing	rage
weezing	mimic
weezing	screech
weezing	double team
weezing	smokescreen
weezing	haze
weezing	bide
weezing	self-destruct
weezing	smog
weezing	sludge
weezing	fire blast
weezing	poison gas
weezing	flash
weezing	explosion
weezing	rest
weezing	substitute
rhydon	mega punch
rhydon	pay day
rhydon	fire punch
rhydon	ice punch
rhydon	thunder punch
rhydon	swords dance
rhydon	cut
rhydon	stomp
rhydon	mega kick
rhydon	sand attack
rhydon	headbutt
rhydon	horn attack
rhydon	fury attack
rhydon	horn drill
rhydon	tackle
rhydon	body slam
rhydon	take down
rhydon	double-edge
rhydon	tail whip
rhydon	leer
rhydon	roar
rhydon	flamethrower
rhydon	water gun
rhydon	hydro pump
rhydon	surf
rhydon	ice beam
rhydon	blizzard
rhydon	bubble beam
rhydon	hyper beam
rhydon	submission
rhydon	counter
rhydon	seismic toss
rhydon	strength
rhydon	thunderbolt
rhydon	thunder
rhydon	rock throw
rhydon	earthquake
rhydon	fissure
rhydon	dig
rhydon	toxic
rhydon	rage
rhydon	mimic
rhydon	double team
rhydon	bide
rhydon	fire blast
rhydon	skull bash
rhydon	rest
rhydon	rock slide
rhydon	substitute
chansey	pound
chansey	double slap
chansey	mega punch
chansey	fire punch
chansey	ice punch
chansey	thunder punch
chansey	mega kick
chansey	headbutt
chansey	tackle
chansey	body slam
chansey	take down
chansey	double-edge
chansey	tail whip
chansey	growl
chansey	sing
chansey	flamethrower
chansey	water gun
chansey	ice beam
chansey	blizzard
chansey	bubble beam
chansey	hyper beam
chansey	submission
chansey	counter
chansey	seismic toss
chansey	strength
chansey	solar beam
chansey	thunderbolt
chansey	thunder wave
chansey	thunder
chansey	earthquake
chansey	toxic
chansey	psychic
chansey	rage
chansey	teleport
chansey	mimic
chansey	double team
chansey	minimize
chansey	defense curl
chansey	light screen
chansey	reflect
chansey	bide
chansey	metronome
chansey	egg bomb
chansey	fire blast
chansey	swift
chansey	skull bash
chansey	soft-boiled
chansey	dream eater
chansey	flash
chansey	psywave
chansey	rest
chansey	rock slide
chansey	tri attack
chansey	substitute
seadra	headbutt
seadra	take down
seadra	double-edge
seadra	leer
seadra	disable
seadra	water gun
seadra	hydro pump
seadra	surf
seadra	ice beam
seadra	blizzard
seadra	bubble beam
seadra	aurora beam
seadra	hyper beam
seadra	toxic
seadra	agility
seadra	rage
seadra	mimic
seadra	double team
seadra	smokescreen
seadra	focus energy
seadra	bide
seadra	waterfall
seadra	swift
seadra	skull bash
seadra	bubble
seadra	splash
seadra	rest
seadra	substitute
seaking	swords dance
seaking	headbutt
seaking	horn attack
seaking	fury attack
seaking	horn drill
seaking	body slam
seaking	take down
seaking	double-edge
seaking	tail whip
seaking	supersonic
seaking	water gun
seaking	hydro pump
seaking	surf
seaking	ice beam
seaking	blizzard
seaking	psybeam
seaking	bubble beam
seaking	hyper beam
seaking	peck
seaking	toxic
seaking	agility
seaking	quick attack
seaking	rage
seaking	mimic
seaking	double team
seaking	bide
seaking	waterfall
seaking	swift
seaking	skull bash
seaking	rest
seaking	substitute
starmie	headbutt
starmie	tackle
starmie	take down
starmie	double-edge
starmie	water gun
starmie	hydro pump
starmie	surf
starmie	ice beam
starmie	blizzard
starmie	psybeam
starmie	bubble beam
starmie	hyper beam
starmie	thunderbolt
starmie	thunder wave
starmie	thunder
starmie	toxic
starmie	psychic
starmie	agility
starmie	rage
starmie	teleport
starmie	mimic
starmie	double team
starmie	recover
starmie	harden
starmie	minimize
starmie	confuse ray
starmie	light screen
starmie	reflect
starmie	bide
starmie	waterfall
starmie	swift
starmie	skull bash
starmie	dream eater
starmie	flash
starmie	psywave
starmie	rest
starmie	tri attack
starmie	substitute
mr. mime	pound
mr. mime	double slap
mr. mime	mega punch
mr. mime	fire punch
mr. mime	ice punch
mr. mime	thunder punch
mr. mime	mega kick
mr. mime	headbutt
mr. mime	body slam
mr. mime	take down
mr. mime	double-edge
mr. mime	psybeam
mr. mime	hyper beam
mr. mime	submission
mr. mime	counter
mr. mime	seismic toss
mr. mime	solar beam
mr. mime	thunderbolt
mr. mime	thunder wave
mr. mime	thunder
mr. mime	toxic
mr. mime	confusion
mr. mime	psychic
mr. mime	hypnosis
mr. mime	meditate
mr. mime	rage
mr. mime	teleport
mr. mime	mimic
mr. mime	double team
mr. mime	confuse ray
mr. mime	barrier
mr. mime	light screen
mr. mime	reflect
mr. mime	bide
mr. mime	metronome
mr. mime	skull bash
mr. mime	dream eater
mr. mime	flash
mr. mime	psywave
mr. mime	rest
mr. mime	substitute
jynx	pound
jynx	double slap
jynx	mega punch
jynx	ice punch
jynx	mega kick
jynx	headbutt
jynx	body slam
jynx	take down
jynx	thrash
jynx	double-edge
jynx	sing
jynx	water gun
jynx	ice beam
jynx	blizzard
jynx	bubble beam
jynx	hyper beam
jynx	submission
jynx	counter
jynx	seismic toss
jynx	toxic
jynx	confusion
jynx	psychic
jynx	rage
jynx	teleport
jynx	mimic
jynx	screech
jynx	double team
jynx	light screen
jynx	reflect
jynx	bide
jynx	metronome
jynx	lick
jynx	skull bash
jynx	dream eater
jynx	lovely kiss
jynx	flash
jynx	psywave
jynx	rest
jynx	substitute
electabuzz	mega punch
electabuzz	fire punch
electabuzz	ice punch
electabuzz	thunder punch
electabuzz	mega kick
electabuzz	headbutt
electabuzz	body slam
electabuzz	take down
electabuzz	double-edge
electabuzz	leer
electabuzz	hyper beam
electabuzz	submission
electabuzz	low kick
electabuzz	counter
electabuzz	seismic toss
electabuzz	strength
electabuzz	thunder shock
electabuzz	thunderbolt
electabuzz	thunder wave
electabuzz	thunder
electabuzz	toxic
electabuzz	psychic
electabuzz	quick attack
electabuzz	rage
electabuzz	teleport
electabuzz	mimic
electabuzz	screech
electabuzz	double team
electabuzz	light screen
electabuzz	reflect
electabuzz	bide
electabuzz	metronome
electabuzz	swift
electabuzz	skull bash
electabuzz	flash
electabuzz	psywave
electabuzz	rest
electabuzz	substitute
magmar	mega punch
magmar	fire punch
magmar	thunder punch
magmar	mega kick
magmar	headbutt
magmar	tackle
magmar	body slam
magmar	take down
magmar	double-edge
magmar	leer
magmar	roar
magmar	ember
magmar	flamethrower
magmar	hyper beam
magmar	submission
magmar	low kick
magmar	counter
magmar	seismic toss
magmar	strength
magmar	fire spin
magmar	toxic
magmar	psychic
magmar	rage
