PKAIM	383							"Buff, self"										"Debuff, Enemy"									Ailment					"Ailment, Volatile"								
Name	Type	PP	P.Accuracy	Power	Damage	Target	Priority	Atk	SpA	Def	SpD	Spe	Hitpoints	Evasion	Accuracy	Critical	S.Accuracy	Atk	SpA	Def	SpD	Spe	Hitpoints	Evasion	Accuracy	Critical	Burn	Freeze	Paralysis	Poison	Sleep	Confusion	Flinch	Identify	Infatuation	Lock On	Nightmare	P. Trap	Other	Description
needle arm	Grass	15	100	60	1	1	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	---	The user attacks by wildly swinging its thorny arms. It may also make the target flinch.
night shade	Ghost	15	100	Var	3	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"SetDMG(self,Always,self.level)"	The user makes the foe see a mirage. It inflicts damage matching the user's level.
night slash	Dark	15	100	70	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	High-Crit	The user slashes the foe the instant an opportunity arises. It has a high critical-hit ratio.
nightmare	Ghost	15	100	---	0	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	---	A sleeping foe is shown a nightmare that inflicts some damage every turn.
odor sleuth	Normal	40	100	---	0	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!FORESIGHT	Enables the user to hit a Ghost type with any type of move. It also enables the user to hit an evasive foe.
ominous wind	Ghost	5	100	60	2	1	0	1	1	1	1	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	The user creates a gust of repulsive wind. It may also raise all the user's stats at once.
outrage	Dragon	15	100	120	1	3	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"lock-in(self,always,2-3);SetStatus(self,endOfEffect,confusion)"	"The user rampages and attacks for two to three turns. However, it then becomes confused."
overheat	Fire	5	90	140	2	1	0	0	-2	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	The user attacks the foe at full power. The attack's recoil sharply reduces the user's Sp. Atk stat.
pain split	Normal	20	---	---	0	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"SetHP(self,Always,min((self.HP+target.HP)/2,self.maxHP));SetHP(target,Always,min((self.HP+target.HP)/2,target.maxHP));"	"The user adds its HP to the foe's HP, then equally shares the combined HP with the foe."
pay day	Normal	20	100	40	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	// implement money?	Numerous coins are hurled at the foe to inflict damage. Money is earned after battle.
payback	Dark	10	100	50	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"SetDMG(self,self.InjuredThisTurn|target.switchedOut,dmg*2)"	"If the user can use this attack after the foe attacks, its power is doubled."
peck	Flying	35	100	35	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	The foe is jabbed with a sharply pointed beak or horn.
perish song	Normal	5	100	---	0	7	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!PERISHSONG	Any Pokémon that hears this song faints in three turns unless it switches out of battle.
pluck	Flying	20	100	60	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!BUG-BITE	"The user pecks the foe. If the foe is holding a Berry, the user plucks it and gains its effect."
poison fang	Poison	15	100	50	1	1	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	---	The user bites the foe with toxic fangs. It may also leave the foe badly poisoned.
poison gas	Poison	40	100	---	0	1	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	---	A cloud of poison gas is sprayed in the foe's face. It may poison the target.
poison jab	Poison	20	100	80	1	1	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	---	The foe is stabbed with a tentacle or arm steeped in poison. It may also poison the foe.
poison sting	Poison	35	100	15	1	1	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	---	The foe is stabbed with a poisonous barb of some sort. It may also poison the target.
poisonpowder	Poison	35	100	---	0	1	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	---	A cloud of poisonous dust is scattered on the foe. It may poison the target.
powder snow	Ice	25	100	40	2	5	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	---	The user attacks with a chilling gust of powdery snow. It may also freeze the target.
power gem	Rock	20	100	70	2	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	The user attacks with a ray of light that sparkles as if it were made of gemstones.
power trick	Psychic	10	---	---	0	0	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!POWERTRICK	The user employs its psychic power to switch its Attack with its Defense stat.
power whip	Grass	10	85	120	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	The user violently whirls its vines or tentacles to harshly lash the foe.
protect	Normal	10	---	---	0	0	3	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!PROTECT;dr	It enables the user to evade all attacks. Its chance of failing rises if it is used in succession.
psybeam	Psychic	20	100	65	2	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	---	The foe is attacked with a peculiar ray. It may also leave the target confused.
psych up	Normal	10	100	---	0	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!PSYCHUP	The user hypnotizes itself into copying any stat change made by the foe.
psychic	Psychic	10	100	90	2	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	The foe is hit by a strong telekinetic force. It may also reduce the foe's Sp. Def stat.
psycho cut	Psychic	20	100	70	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	High-Crit	The user tears at the foe with blades formed by psychic power. It has a high critical-hit ratio.
psycho shift	Psychic	10	90	---	0	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"FailIf(target.hasStatusEffect|!self.hasStatusEffect);SetStatus(target,always,self.Status);(SetStatus(self,always,noStatus)"	"Using its psychic power of suggestion, the user transfers its status problems to the target."
punishment	Dark	5	100	60	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!PUNISHMENT	This attack's power increases the more the foe has powered up with stat changes.
pursuit	Dark	20	100	40	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!PURSUIT	An attack move that inflicts double damage if used on a foe that is switching out of battle.
quick attack	Normal	30	100	40	1	1	1	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	The user lunges at the foe at a speed that makes it almost invisible. It is sure to strike first.
rain dance	Water	5	---	---	0	7	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"SetEnvironment(rain,5)"	"The user summons a heavy rain that falls for five turns, powering up Water-type moves."
rapid spin	Normal	40	100	20	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!RAPIDSPIN	"A spin attack that can also eliminate such moves as Bind, Wrap, Leech Seed, and Spikes."
razor leaf	Grass	25	95	55	1	5	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	High-Crit	A sharp-edged leaf is launched to slash at the foe. It has a high critical-hit ratio.
recover	Normal	10	100	---	0	0	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"ModHP(self, 0.5*self.maxHP)"	A self-healing move. The user restores its own HP by up to half of its max HP.
reflect	Psychic	20	100	---	0	2	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!LIGHTSCREEN(SPECIAL)	A wondrous wall of light is put up to suppress damage from physical attacks for five turns.
refresh	Normal	20	100	---	0	0	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FailIf(!self.Burned|!self.Paralyzed|!self.Poisoned);cure-ailments(self)	"The user rests to cure itself of a poisoning, burn, or paralysis."
rest	Psychic	10	100	---	0	0	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"FailIf(self.%HP=100);SetHP(self,always,self.MaxHP);cure-ailments;SetStatus(self,always,sleep,2)"	The user goes to sleep for two turns. It fully restores the user's HP and heals any status problem.
return	Normal	20	100	102	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	A full-power attack that grows more powerful the more the user likes its Trainer.
revenge	Fighting	10	100	60	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"SetDMG(self,self.InjuredThisTurn,2*self.dmg)"	An attack move that inflicts double the damage if the user has been hurt by the foe in the same turn.
reversal	Fighting	15	100	Var	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!REVERSAL //NOT A LINEAR FUNCTION	An all-out attack that becomes more powerful the less HP the user has.
roar	Normal	20	100	---	0	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FailIf(target.Ability(Suction Cups)|target.Ability(Soundproof)|target.usedMove(Ingrain));!ROAR	"The foe is scared off, to be replaced by another Pokémon in its party. In the wild, the battle ends."
rock blast	Rock	10	80	25	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"MultiAtck(2-3,75%)|MultiAtck(4-5,25%)"	The user hurls hard rocks at the foe. Two to five rocks are launched in quick succession.
rock climb	Normal	20	85	90	1	1	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	---	A charging attack that may also leave the foe confused. It can also be used to scale rocky walls.
rock polish	Rock	20	---	---	0	0	0	0	0	0	0	2	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	The user polishes its body to reduce drag. It can sharply raise the Speed stat.
rock slide	Rock	10	90	75	1	5	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	---	Large boulders are hurled at the foe to inflict damage. It may also make the target flinch.
rock smash	Fighting	15	100	40	1	1	0	0	0	0	0	0	0	0	0	0	50	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	The user slugs the foe with a shattering punch. It can also smash cracked boulders.
rock tomb	Rock	10	80	50	1	1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	Boulders are hurled at the foe. It also lowers the foe's Speed by preventing its movement.
rock wrecker	Rock	5	90	150	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"SetStatus(self,flinch,1)"	"The user launches a huge boulder at the foe to attack. It must rest on the next turn, however."
rollout	Rock	20	90	30	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"lock-in(self,always,5);compoundDMG(2)"	The user continually rolls into the foe over five turns. It becomes stronger each time it hits.
roost	Flying	10	---	---	0	0	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"ModHP(self,always,0.5*self.maxHP) // NULLIFY FLYING TYPE?"	The user lands and rests its body. It restores the user's HP by up to half of its max HP.
safeguard	Normal	25	100	---	0	4	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!SAFEGUARD	The user creates a protective field that prevents status problems for five turns.
sand-attack	Ground	15	100	---	0	1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	---	"Sand is hurled in the foe's face, reducing its accuracy."
sandstorm	Rock	10	---	---	0	7	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"SetEnvironment(sandstorm,5)"	"A five-turn sand-storm is summoned to hurt all combatant types except Rock,  Ground, and Steel."
scary face	Normal	10	100	---	0	1	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	The user frightens the foe with a scary face to sharply reduce its Speed stat.
screech	Normal	40	100	---	0	1	0	0	0	0	0	0	0	0	0	0	85	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	An earsplitting screech is emitted to sharply reduce the foe's Defense stat.
secret power	Normal	20	100	70	1	1	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	---	The user attacks with a secret power. Its added effects vary depending on the user's environment.
seed bomb	Grass	15	100	80	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	The user slams a barrage of hard-shelled seeds down on the foe from above.
seed flare	Grass	5	85	120	2	1	0	0	0	0	0	0	0	0	0	0	40	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	The user generates a shock wave from within its body. It may also lower the target's Sp. Def.
seismic toss	Fighting	20	100	Var	3	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"SetDMG(self,Always,self.level)"	The foe is thrown using the power of gravity. It inflicts damage equal to the user's level.
selfdestruct	Normal	5	100	200	1	6	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"ModHP(self,always,-1*self.HP)"	The user blows up to inflict damage on all Pokémon in battle. The user faints upon using this move.
shadow ball	Ghost	15	100	80	2	1	0	0	0	0	0	0	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	The user hurls a shadowy blob at the foe. It may also lower the foe's Sp. Def stat.
shadow claw	Ghost	15	100	70	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	High-Crit	The user slashes with a sharp claw made from shadows. It has a high critical-hit ratio.
shadow punch	Ghost	20	100	60	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Always-Hits	The user throws a punch at the foe from the shadows. The punch lands without fail.
shadow sneak	Ghost	30	100	40	1	1	1	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	The user extends its shadow and attacks the foe from behind. This move always goes first.
sheer cold	Ice	5	30	Var	2	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"ModHP(target,((self.level-target.level)+30)/100,-1*target.HP)"	The foe is attacked with a blast of absolute-zero cold. The foe instantly faints if it hits.
shock wave	Electric	20	100	60	2	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Always-Hits	The user strikes the foe with a quick jolt of electricity. This attack cannot be evaded.
signal beam	Bug	15	100	75	2	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	---	The user attacks with a sinister beam of light. It may also confuse the target.
silver wind	Bug	5	100	60	2	1	0	1	1	1	1	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	The foe is attacked with powdery scales blown by wind. It may also raise all the user's stats.
sing	Normal	15	100	---	0	1	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	---	A soothing lullaby is sung in a calming voice that puts the foe into a deep slumber.
skill swap	Psychic	10	100	---	0	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!SKILLSWAP	The user employs its psychic power to exchange abilities with the foe.
skull bash	Normal	15	100	100	1	1	0	0	0	1	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"delay(noImmortal,1)"	"The user tucks in its head to raise its Defense in the first turn, then rams the foe on the next turn."
sky attack	Flying	5	90	140	1	1	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"delay(noImmortal,1)"	A second-turn attack move with a high critical-hit ratio. It may also make the target flinch.
sky uppercut	Fighting	15	90	85	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"SetDMG(self,target.delay(fly),1*dmg)"	The user attacks the foe with an uppercut thrown skyward with force.
slack off	Normal	10	---	---	0	0	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"ModHP(self,always,.5*self.maxHP)"	"The user slacks off, restoring its own HP by up to half of its maximum HP."
slam	Normal	20	75	80	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	"The foe is slammed with a long tail, vines, etc., to inflict damage."
slash	Normal	20	100	70	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	High-Crit	"The foe is attacked with a slash of claws, etc. It has a high critical-hit ratio."
sleep powder	Grass	15	100	---	0	1	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	---	The user scatters a big cloud of sleep-inducing dust around the foe.
sleep talk	Normal	10	---	---	0	Var	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!SLEEPTALK	"While it is asleep, the user randomly uses one of the moves it knows."
sludge bomb	Poison	10	100	90	2	1	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	---	The user attacks by hurling filthy sludge at the foe. It may also poison the target.
smellingsalt	Normal	10	100	60	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"SetDMG(self,target.Status(paralyzed),2*dmg);SetStatus(target,target.Status(paralyzed),none)"	"This attack inflicts double damage on a paralyzed foe. It also cures the foe's paralysis, however."
smokescreen	Normal	20	100	---	0	1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	---	The user releases an obscuring cloud of smoke or ink. It reduces the foe's accuracy.
snatch	Dark	10	100	---	0	1	4	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!SNATCH	The user steals the effects of any healing or status-changing move the foe attempts to use.
snore	Normal	15	100	40	2	1	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	FailIf(!self.Status(sleep))	An attack that can be used only if the user is asleep. The harsh noise may also make the foe flinch.
softboiled	Normal	10	---	---	0	0	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"ModHP(self, 0.5*self.maxHP)"	The user restores its own HP by up to half of its max HP. May be used in the field to heal HP.
solarbeam	Grass	10	100	120	2	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"delay(self,!environment(sun),noImmortal,1);SetDMG(self,environment(hail)|environment(rain)|environment(sandstorm),0.5*dmg)"	"A two-turn attack. The user gathers light, then blasts a bundled beam on the second turn."
sonicboom	Normal	20	90	Var	2	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"SetDMG(self,always,20)"	The foe is hit with a destructive shock wave that always inflicts 20 HP damage.
spark	Electric	20	100	65	1	1	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	---	The user throws an electrically charged tackle at the foe. It may also leave the target paralyzed.
spider web	Bug	10	100	---	0	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	taunt(target)	"The user ensnares the foe with a thin, gooey silk so it can't flee from battle."
spikes	Ground	20	100	---	0	3	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!SPIKES	The user lays a trap of spikes at the foe's feet. The trap hurts foes that switch into battle.
spit up	Normal	10	100	Var	2	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!SPITUP	The power stored using the move Stockpile is released at once in an attack.
spite	Ghost	10	100	---	0	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!SPITE	The user looses its grudge on the move last used by the foe by cutting 4 PP from it.
splash	Normal	40	---	---	0	0	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	The user just flops and splashes around to no effect at all...
spore	Grass	15	100	---	0	1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	---	The user scatters bursts of spores that induce sleep.
stealth rock	Rock	20	---	---	0	3	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!STEALTHROCK	The user lays a trap of levitating stones around the foe. The trap hurts foes that switch into battle.
steel wing	Steel	25	90	70	1	1	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	The foe is hit with wings of steel. It may also raise the user's Defense stat.
stockpile	Normal	20	---	---	0	0	0	0	0	1	1	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!STOCKPILE	"The user charges up power, and raises both its Defense and Sp. Def. The move can be used three times."
stomp	Normal	20	100	65	1	1	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	\\minimize not in move list	The foe is stomped with a big foot. It may also make the target flinch.
stone edge	Rock	5	80	100	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	High-Crit	The user stabs the foe with a sharpened stone. It has a high critical-hit ratio.
strength	Normal	15	100	80	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	The foe is slugged with a punch thrown at maximum power. It can also be used to move boulders.
string shot	Bug	40	100	---	0	5	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	The foe is bound with silk blown from the user's mouth. It reduces the target's Speed stat.
struggle	None	5	100	50	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"ModHP(self,onHit,0.25*self.maxHP)"	An attack that is used in desperation only if the user has no PP. It also hurts the user slightly.
stun spore	Grass	30	100	---	0	1	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	---	The user scatters a cloud of paralyzing powder. It may paralyze the target.
substitute	Normal	10	---	---	0	0	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!SUBSTITUTE	The user makes a copy of itself using some of its HP. The copy serves as the user's decoy.
sucker punch	Dark	5	100	80	1	1	1	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!SUCKERPUNCH //doesn't work if enemy goes first?	"This move enables the user to attack first. It fails if the foe is not readying an attack, however."
sunny day	Fire	5	---	---	0	7	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"SetEnvironment(sun,5)"	"The user intensifies the sun for five turns, powering up Fire-type moves."
super fang	Normal	10	90	Var	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"SetDMG(self,always,Max(1,target.HP*0.5))"	The user chomps hard on the foe with its sharp front fangs. It cuts the target's HP to half.
superpower	Fighting	5	100	120	1	1	0	-1	0	-1	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	"The user attacks the foe with great power. However, it also lowers the user's Attack and Defense."
supersonic	Normal	20	100	---	0	1	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	---	The user generates odd sound waves from its body. It may confuse the target.
