PKAIZ	33982
Masquerain	bug buzz
Masquerain	captivate
Masquerain	defog
Masquerain	double team
Masquerain	double-edge
Masquerain	endure
Masquerain	energy ball
Masquerain	facade
Masquerain	flash
Masquerain	foresight
Masquerain	frustration
Masquerain	giga drain
Masquerain	giga impact
Masquerain	gust
Masquerain	haze
Masquerain	hidden power
Masquerain	hydro pump
Masquerain	hyper beam
Masquerain	ice beam
Masquerain	icy wind
Masquerain	mimic
Masquerain	mind reader
Masquerain	mist
Masquerain	mud shot
Masquerain	mud sport
Masquerain	natural gift
Masquerain	nightmare
Masquerain	ominous wind
Masquerain	protect
Masquerain	psybeam
Masquerain	psych up
Masquerain	quick attack
Masquerain	rain dance
Masquerain	rest
Masquerain	return
Masquerain	roost
Masquerain	scary face
Masquerain	secret power
Masquerain	shadow ball
Masquerain	signal beam
Masquerain	silver wind
Masquerain	sleep talk
Masquerain	snore
Masquerain	solarbeam
Masquerain	string shot
Masquerain	stun spore
Masquerain	substitute
Masquerain	sunny day
Masquerain	swagger
Masquerain	sweet scent
Masquerain	swift
Masquerain	tailwind
Masquerain	thief
Masquerain	toxic
Masquerain	twister
Masquerain	u-turn
Masquerain	water pulse
Masquerain	water sport
Masquerain	whirlwind
Mawile	ancientpower
Mawile	astonish
Mawile	attract
Mawile	baton pass
Mawile	bite
Mawile	body slam
Mawile	brick break
Mawile	captivate
Mawile	charge beam
Mawile	counter
Mawile	crunch
Mawile	dark pulse
Mawile	double team
Mawile	double-edge
Mawile	dynamicpunch
Mawile	embargo
Mawile	endure
Mawile	facade
Mawile	faint attack
Mawile	fake tears
Mawile	false swipe
Mawile	fire blast
Mawile	fire fang
Mawile	flamethrower
Mawile	flash cannon
Mawile	fling
Mawile	focus blast
Mawile	focus punch
Mawile	frustration
Mawile	giga impact
Mawile	grass knot
Mawile	guard swap
Mawile	headbutt
Mawile	hidden power
Mawile	hyper beam
Mawile	ice beam
Mawile	ice fang
Mawile	ice punch
Mawile	icy wind
Mawile	iron defense
Mawile	iron head
Mawile	knock off
Mawile	mega kick
Mawile	mega punch
Mawile	mimic
Mawile	mud-slap
Mawile	natural gift
Mawile	pain split
Mawile	payback
Mawile	poison fang
Mawile	protect
Mawile	psych up
Mawile	punishment
Mawile	rain dance
Mawile	rest
Mawile	return
Mawile	rock slide
Mawile	rock smash
Mawile	rock tomb
Mawile	sandstorm
Mawile	secret power
Mawile	seismic toss
Mawile	shadow ball
Mawile	sing
Mawile	sleep talk
Mawile	sludge bomb
Mawile	snore
Mawile	solarbeam
Mawile	spit up
Mawile	stockpile
Mawile	strength
Mawile	substitute
Mawile	sucker punch
Mawile	sunny day
Mawile	super fang
Mawile	swagger
Mawile	swallow
Mawile	sweet scent
Mawile	swords dance
Mawile	taunt
Mawile	thunder fang
Mawile	thunderpunch
Mawile	tickle
Mawile	torment
Mawile	toxic
Mawile	vicegrip
Medicham	attract
Medicham	baton pass
Medicham	bide
Medicham	body slam
Medicham	brick break
Medicham	bulk up
Medicham	bullet punch
Medicham	calm mind
Medicham	captivate
Medicham	confusion
Medicham	counter
Medicham	detect
Medicham	double team
Medicham	double-edge
Medicham	drain punch
Medicham	dream eater
Medicham	dynamicpunch
Medicham	endure
Medicham	energy ball
Medicham	facade
Medicham	fake out
Medicham	feint
Medicham	fire punch
Medicham	flash
Medicham	fling
Medicham	focus blast
Medicham	focus punch
Medicham	force palm
Medicham	foresight
Medicham	frustration
Medicham	giga impact
Medicham	grass knot
Medicham	gravity
Medicham	guard swap
Medicham	headbutt
Medicham	helping hand
Medicham	hi jump kick
Medicham	hidden power
Medicham	hyper beam
Medicham	ice punch
Medicham	light screen
Medicham	low kick
Medicham	magic coat
Medicham	meditate
Medicham	mega kick
Medicham	mega punch
Medicham	metronome
Medicham	mimic
Medicham	mind reader
Medicham	mud-slap
Medicham	natural gift
Medicham	pain split
Medicham	poison jab
Medicham	power swap
Medicham	power trick
Medicham	protect
Medicham	psych up
Medicham	psychic
Medicham	psycho cut
Medicham	rain dance
Medicham	recover
Medicham	recycle
Medicham	reflect
Medicham	rest
Medicham	return
Medicham	reversal
Medicham	rock slide
Medicham	rock smash
Medicham	rock tomb
Medicham	role play
Medicham	secret power
Medicham	seismic toss
Medicham	shadow ball
Medicham	signal beam
Medicham	sleep talk
Medicham	snore
Medicham	strength
Medicham	substitute
Medicham	sunny day
Medicham	swagger
Medicham	swift
Medicham	thunderpunch
Medicham	toxic
Medicham	trick
Medicham	vacuum wave
Medicham	zen headbutt
Meditite	attract
Meditite	baton pass
Meditite	bide
Meditite	body slam
Meditite	brick break
Meditite	bulk up
Meditite	bullet punch
Meditite	calm mind
Meditite	captivate
Meditite	confusion
Meditite	counter
Meditite	detect
Meditite	double team
Meditite	double-edge
Meditite	drain punch
Meditite	dream eater
Meditite	dynamicpunch
Meditite	endure
Meditite	facade
Meditite	fake out
Meditite	feint
Meditite	fire punch
Meditite	flash
Meditite	fling
Meditite	focus blast
Meditite	focus punch
Meditite	force palm
Meditite	foresight
Meditite	frustration
Meditite	grass knot
Meditite	gravity
Meditite	guard swap
Meditite	headbutt
Meditite	helping hand
Meditite	hi jump kick
Meditite	hidden power
Meditite	ice punch
Meditite	light screen
Meditite	low kick
Meditite	magic coat
Meditite	meditate
Meditite	mega kick
Meditite	mega punch
Meditite	metronome
Meditite	mimic
Meditite	mind reader
Meditite	mud-slap
Meditite	natural gift
Meditite	pain split
Meditite	poison jab
Meditite	power swap
Meditite	power trick
Meditite	protect
Meditite	psych up
Meditite	psychic
Meditite	psycho cut
Meditite	rain dance
Meditite	recover
Meditite	recycle
Meditite	reflect
Meditite	rest
Meditite	return
Meditite	reversal
Meditite	rock slide
Meditite	rock smash
Meditite	rock tomb
Meditite	role play
Meditite	secret power
Meditite	seismic toss
Meditite	shadow ball
Meditite	signal beam
Meditite	sleep talk
Meditite	snore
Meditite	strength
Meditite	substitute
Meditite	sunny day
Meditite	swagger
Meditite	swift
Meditite	thunderpunch
Meditite	toxic
Meditite	trick
Meditite	vacuum wave
Meditite	zen headbutt
Meganium	ancientpower
Meganium	aromatherapy
Meganium	attract
Meganium	body slam
Meganium	bullet seed
Meganium	captivate
Meganium	counter
Meganium	cut
Meganium	double team
Meganium	double-edge
Meganium	earthquake
Meganium	endure
Meganium	energy ball
Meganium	facade
Meganium	flail
Meganium	flash
Meganium	frenzy plant
Meganium	frustration
Meganium	fury cutter
Meganium	giga drain
Meganium	giga impact
Meganium	grass knot
Meganium	grasswhistle
Meganium	growl
Meganium	hidden power
Meganium	hyper beam
Meganium	ingrain
Meganium	iron tail
Meganium	leaf storm
Meganium	leech seed
Meganium	light screen
Meganium	magical leaf
Meganium	mimic
Meganium	mud-slap
Meganium	natural gift
Meganium	nature power
Meganium	outrage
Meganium	petal dance
Meganium	poisonpowder
Meganium	protect
Meganium	razor leaf
Meganium	reflect
Meganium	rest
Meganium	return
Meganium	rock climb
Meganium	rock smash
Meganium	role play
Meganium	safeguard
Meganium	secret power
Meganium	seed bomb
Meganium	sleep talk
Meganium	snore
Meganium	solarbeam
Meganium	strength
Meganium	substitute
Meganium	sunny day
Meganium	swagger
Meganium	sweet scent
Meganium	swords dance
Meganium	synthesis
Meganium	tackle
Meganium	toxic
Meganium	vine whip
Meganium	worry seed
Meganium	wring out
Meowth	aerial ace
Meowth	amnesia
Meowth	assist
Meowth	assurance
Meowth	attract
Meowth	bite
Meowth	body slam
Meowth	captivate
Meowth	charm
Meowth	cut
Meowth	dark pulse
Meowth	defense curl
Meowth	dig
Meowth	double team
Meowth	double-edge
Meowth	dream eater
Meowth	endure
Meowth	facade
Meowth	faint attack
Meowth	fake out
Meowth	feint
Meowth	flail
Meowth	flash
Meowth	frustration
Meowth	fury swipes
Meowth	growl
Meowth	gunk shot
Meowth	headbutt
Meowth	hidden power
Meowth	hypnosis
Meowth	icy wind
Meowth	iron tail
Meowth	knock off
Meowth	last resort
Meowth	mimic
Meowth	mud-slap
Meowth	nasty plot
Meowth	natural gift
Meowth	night slash
Meowth	nightmare
Meowth	odor sleuth
Meowth	pay day
Meowth	payback
Meowth	petal dance
Meowth	protect
Meowth	psych up
Meowth	punishment
Meowth	rain dance
Meowth	rest
Meowth	return
Meowth	scratch
Meowth	screech
Meowth	secret power
Meowth	seed bomb
Meowth	shadow ball
Meowth	shadow claw
Meowth	shock wave
Meowth	sing
Meowth	slash
Meowth	sleep talk
Meowth	snatch
Meowth	snore
Meowth	spite
Meowth	substitute
Meowth	sunny day
Meowth	swagger
Meowth	swift
Meowth	tail whip
Meowth	taunt
Meowth	thief
Meowth	thunder
Meowth	thunderbolt
Meowth	torment
Meowth	toxic
Meowth	u-turn
Meowth	water pulse
Mesprit	blizzard
Mesprit	calm mind
Mesprit	charge beam
Mesprit	charm
Mesprit	confusion
Mesprit	copycat
Mesprit	double team
Mesprit	dream eater
Mesprit	endure
Mesprit	energy ball
Mesprit	extrasensory
Mesprit	facade
Mesprit	fire punch
Mesprit	flash
Mesprit	fling
Mesprit	frustration
Mesprit	future sight
Mesprit	giga impact
Mesprit	grass knot
Mesprit	headbutt
Mesprit	healing wish
Mesprit	helping hand
Mesprit	hidden power
Mesprit	hyper beam
Mesprit	ice beam
Mesprit	ice punch
Mesprit	imprison
Mesprit	iron tail
Mesprit	knock off
Mesprit	light screen
Mesprit	lucky chant
Mesprit	magic coat
Mesprit	mud-slap
Mesprit	natural gift
Mesprit	protect
Mesprit	psych up
Mesprit	psychic
Mesprit	rain dance
Mesprit	recycle
Mesprit	reflect
Mesprit	rest
Mesprit	return
Mesprit	role play
Mesprit	safeguard
Mesprit	sandstorm
Mesprit	secret power
Mesprit	shadow ball
Mesprit	shock wave
Mesprit	signal beam
Mesprit	skill swap
Mesprit	sleep talk
Mesprit	snore
Mesprit	stealth rock
Mesprit	substitute
Mesprit	sunny day
Mesprit	swagger
Mesprit	thunder
Mesprit	thunder wave
Mesprit	thunderbolt
Mesprit	thunderpunch
Mesprit	toxic
Mesprit	trick
Mesprit	trick room
Mesprit	u-turn
Mesprit	water pulse
Mesprit	zen headbutt
Metagross	aerial ace
Metagross	agility
Metagross	block
Metagross	body slam
Metagross	brick break
Metagross	bullet punch
Metagross	confusion
Metagross	cut
Metagross	defense curl
Metagross	double team
Metagross	double-edge
Metagross	dynamicpunch
Metagross	earthquake
Metagross	endure
Metagross	explosion
Metagross	facade
Metagross	flash
Metagross	flash cannon
Metagross	frustration
Metagross	fury cutter
Metagross	giga impact
Metagross	grass knot
Metagross	gravity
Metagross	gyro ball
Metagross	hammer arm
Metagross	headbutt
Metagross	hidden power
Metagross	hyper beam
Metagross	ice punch
Metagross	icy wind
Metagross	iron defense
Metagross	iron head
Metagross	light screen
Metagross	magnet rise
Metagross	metal claw
Metagross	meteor mash
Metagross	mimic
Metagross	mud-slap
Metagross	natural gift
Metagross	protect
Metagross	psych up
Metagross	psychic
Metagross	pursuit
Metagross	rain dance
Metagross	reflect
Metagross	refresh
Metagross	rest
Metagross	return
Metagross	rock polish
Metagross	rock slide
Metagross	rock smash
Metagross	rock tomb
Metagross	rollout
Metagross	sandstorm
Metagross	scary face
Metagross	secret power
Metagross	selfdestruct
Metagross	shadow ball
Metagross	signal beam
Metagross	sleep talk
Metagross	sludge bomb
Metagross	snore
Metagross	stealth rock
Metagross	strength
Metagross	substitute
Metagross	sunny day
Metagross	swagger
Metagross	swift
Metagross	take down
Metagross	thunderpunch
Metagross	toxic
Metagross	trick
Metagross	zen headbutt
Metang	aerial ace
Metang	agility
Metang	body slam
Metang	brick break
Metang	bullet punch
Metang	confusion
Metang	cut
Metang	defense curl
Metang	double team
Metang	double-edge
Metang	dynamicpunch
Metang	earthquake
Metang	endure
Metang	explosion
Metang	facade
Metang	flash
Metang	flash cannon
Metang	frustration
Metang	fury cutter
Metang	grass knot
Metang	gravity
Metang	gyro ball
Metang	headbutt
Metang	hidden power
Metang	hyper beam
Metang	ice punch
Metang	icy wind
Metang	iron defense
Metang	iron head
Metang	light screen
Metang	magnet rise
Metang	metal claw
Metang	meteor mash
Metang	mimic
Metang	mud-slap
Metang	natural gift
Metang	protect
Metang	psych up
Metang	psychic
Metang	pursuit
Metang	rain dance
Metang	reflect
Metang	refresh
Metang	rest
Metang	return
Metang	rock polish
Metang	rock slide
Metang	rock smash
Metang	rock tomb
Metang	rollout
Metang	sandstorm
Metang	scary face
Metang	secret power
Metang	selfdestruct
Metang	shadow ball
Metang	signal beam
Metang	sleep talk
Metang	sludge bomb
Metang	snore
Metang	stealth rock
Metang	strength
Metang	substitute
Metang	sunny day
Metang	swagger
Metang	swift
Metang	take down
Metang	thunderpunch
Metang	toxic
Metang	trick
Metang	zen headbutt
Metapod	bug bite
Metapod	harden
Metapod	iron defense
Metapod	snore
Metapod	string shot
Metapod	tackle
Mew	aerial ace
Mew	air cutter
Mew	amnesia
Mew	ancientpower
Mew	aqua tail
Mew	attract
Mew	aura sphere
Mew	avalanche
Mew	barrier
Mew	baton pass
Mew	blizzard
Mew	block
Mew	body slam
Mew	bounce
Mew	brick break
Mew	brine
Mew	bug bite
Mew	bulk up
Mew	bullet seed
Mew	calm mind
Mew	captivate
Mew	charge beam
Mew	counter
Mew	cut
Mew	dark pulse
Mew	defense curl
Mew	defog
Mew	dig
Mew	dive
Mew	double team
Mew	double-edge
Mew	dragon claw
Mew	dragon pulse
Mew	drain punch
Mew	dream eater
Mew	dynamicpunch
Mew	earth power
Mew	earthquake
Mew	embargo
Mew	endure
Mew	energy ball
Mew	explosion
Mew	facade
Mew	faint attack
Mew	fake out
Mew	false swipe
Mew	fire blast
Mew	fire punch
Mew	flamethrower
Mew	flash
Mew	flash cannon
Mew	fling
Mew	fly
Mew	focus blast
Mew	focus punch
Mew	frustration
Mew	fury cutter
Mew	gastro acid
Mew	giga drain
Mew	giga impact
Mew	grass knot
Mew	gravity
Mew	gyro ball
Mew	hail
Mew	headbutt
Mew	heal bell
Mew	heat wave
Mew	helping hand
Mew	hidden power
Mew	hyper beam
Mew	hypnosis
Mew	ice beam
Mew	ice punch
Mew	icy wind
Mew	iron defense
Mew	iron head
Mew	iron tail
Mew	knock off
Mew	last resort
Mew	light screen
Mew	low kick
Mew	magic coat
Mew	magnet rise
Mew	me first
Mew	mega kick
Mew	mega punch
Mew	metronome
Mew	mimic
Mew	mud-slap
Mew	nasty plot
Mew	natural gift
Mew	night shade
Mew	nightmare
Mew	ominous wind
Mew	outrage
Mew	overheat
Mew	pain split
Mew	payback
Mew	pluck
Mew	poison jab
Mew	pound
Mew	protect
Mew	psych up
Mew	psychic
Mew	rain dance
Mew	recycle
Mew	reflect
Mew	rest
Mew	return
Mew	roar
Mew	rock climb
Mew	rock polish
Mew	rock slide
Mew	rock smash
Mew	rock tomb
Mew	role play
Mew	rollout
Mew	roost
Mew	safeguard
Mew	sandstorm
Mew	secret power
Mew	seed bomb
Mew	seismic toss
Mew	selfdestruct
Mew	shadow ball
Mew	shadow claw
Mew	shock wave
Mew	signal beam
Mew	silver wind
Mew	skill swap
Mew	sky attack
Mew	sleep talk
Mew	sludge bomb
Mew	snatch
Mew	snore
Mew	softboiled
Mew	solarbeam
Mew	spite
Mew	stealth rock
Mew	steel wing
Mew	stone edge
Mew	strength
Mew	string shot
Mew	substitute
Mew	sucker punch
Mew	sunny day
Mew	super fang
Mew	superpower
Mew	surf
Mew	swagger
Mew	swift
Mew	swords dance
Mew	synthesis
Mew	tailwind
Mew	taunt
Mew	teleport
Mew	thief
Mew	thunder
Mew	thunder wave
Mew	thunderbolt
Mew	thunderpunch
Mew	torment
Mew	toxic
Mew	transform
Mew	trick
Mew	trick room
Mew	twister
Mew	u-turn
Mew	uproar
Mew	vacuum wave
Mew	water pulse
Mew	waterfall
Mew	whirlpool
Mew	will-o-wisp
Mew	worry seed
Mew	x-scissor
Mew	zap cannon
Mewtwo	aerial ace
Mewtwo	amnesia
Mewtwo	aqua tail
Mewtwo	aura sphere
Mewtwo	avalanche
Mewtwo	barrier
Mewtwo	blizzard
Mewtwo	body slam
Mewtwo	brick break
Mewtwo	bulk up
Mewtwo	calm mind
Mewtwo	charge beam
Mewtwo	confusion
Mewtwo	counter
Mewtwo	disable
Mewtwo	double team
Mewtwo	double-edge
Mewtwo	drain punch
Mewtwo	dream eater
Mewtwo	dynamicpunch
Mewtwo	earthquake
Mewtwo	embargo
Mewtwo	endure
Mewtwo	energy ball
Mewtwo	facade
Mewtwo	fire blast
Mewtwo	fire punch
Mewtwo	flamethrower
Mewtwo	flash
Mewtwo	fling
Mewtwo	focus blast
Mewtwo	focus punch
Mewtwo	frustration
Mewtwo	future sight
Mewtwo	giga impact
Mewtwo	grass knot
Mewtwo	gravity
Mewtwo	guard swap
Mewtwo	hail
Mewtwo	headbutt
Mewtwo	hidden power
Mewtwo	hyper beam
Mewtwo	ice beam
Mewtwo	ice punch
Mewtwo	icy wind
Mewtwo	iron tail
Mewtwo	light screen
Mewtwo	low kick
Mewtwo	magic coat
Mewtwo	me first
Mewtwo	mega kick
Mewtwo	mega punch
Mewtwo	metronome
Mewtwo	mimic
Mewtwo	miracle eye
Mewtwo	mist
Mewtwo	mud-slap
Mewtwo	natural gift
Mewtwo	nightmare
Mewtwo	poison jab
Mewtwo	power swap
Mewtwo	protect
Mewtwo	psych up
Mewtwo	psychic
Mewtwo	psycho cut
Mewtwo	rain dance
Mewtwo	recover
Mewtwo	recycle
Mewtwo	reflect
Mewtwo	rest
Mewtwo	return
Mewtwo	rock climb
Mewtwo	rock slide
Mewtwo	rock smash
Mewtwo	rock tomb
Mewtwo	role play
Mewtwo	safeguard
Mewtwo	sandstorm
Mewtwo	secret power
Mewtwo	seismic toss
Mewtwo	selfdestruct
Mewtwo	shadow ball
Mewtwo	shock wave
Mewtwo	signal beam
Mewtwo	skill swap
Mewtwo	sleep talk
Mewtwo	snatch
Mewtwo	snore
Mewtwo	solarbeam
Mewtwo	stone edge
Mewtwo	strength
Mewtwo	substitute
Mewtwo	sunny day
Mewtwo	swagger
Mewtwo	swift
Mewtwo	taunt
Mewtwo	thunder
Mewtwo	thunder wave
Mewtwo	thunderbolt
Mewtwo	thunderpunch
Mewtwo	torment
Mewtwo	toxic
Mewtwo	trick
Mewtwo	trick room
Mewtwo	water pulse
Mewtwo	will-o-wisp
Mewtwo	zen headbutt
Mightyena	assurance
Mightyena	astonish
Mightyena	attract
Mightyena	bite
Mightyena	body slam
Mightyena	captivate
Mightyena	counter
Mightyena	covet
Mightyena	crunch
Mightyena	dark pulse
Mightyena	dig
Mightyena	double team
Mightyena	double-edge
Mightyena	embargo
Mightyena	endure
Mightyena	facade
Mightyena	fire fang
Mightyena	frustration
Mightyena	giga impact
Mightyena	headbutt
Mightyena	hidden power
Mightyena	howl
Mightyena	hyper beam
Mightyena	ice fang
Mightyena	iron tail
Mightyena	leer
Mightyena	me first
Mightyena	mimic
Mightyena	mud-slap
Mightyena	natural gift
Mightyena	odor sleuth
Mightyena	payback
Mightyena	poison fang
Mightyena	protect
Mightyena	psych up
Mightyena	rain dance
Mightyena	rest
Mightyena	return
Mightyena	roar
Mightyena	rock smash
Mightyena	sand-attack
Mightyena	scary face
Mightyena	secret power
Mightyena	shadow ball
Mightyena	sleep talk
Mightyena	snatch
Mightyena	snore
Mightyena	spite
Mightyena	strength
Mightyena	substitute
Mightyena	sucker punch
Mightyena	sunny day
Mightyena	super fang
Mightyena	swagger
Mightyena	tackle
Mightyena	take down
Mightyena	taunt
Mightyena	thief
Mightyena	thunder fang
Mightyena	torment
Mightyena	toxic
Mightyena	uproar
Mightyena	yawn
Milotic	aqua ring
Milotic	aqua tail
Milotic	attract
Milotic	avalanche
Milotic	blizzard
Milotic	body slam
Milotic	captivate
Milotic	confuse ray
Milotic	dive
Milotic	double team
Milotic	double-edge
Milotic	dragon pulse
Milotic	dragonbreath
Milotic	endure
Milotic	facade
Milotic	flail
Milotic	frustration
Milotic	giga impact
Milotic	hail
Milotic	haze
Milotic	hidden power
Milotic	hydro pump
Milotic	hyper beam
Milotic	hypnosis
Milotic	ice beam
Milotic	icy wind
Milotic	iron head
Milotic	iron tail
Milotic	light screen
Milotic	mimic
Milotic	mirror coat
Milotic	mist
Milotic	mud sport
Milotic	mud-slap
Milotic	natural gift
Milotic	protect
Milotic	psych up
Milotic	rain dance
Milotic	recover
Milotic	refresh
Milotic	rest
Milotic	return
Milotic	role play
Milotic	safeguard
Milotic	secret power
Milotic	sleep talk
Milotic	snore
Milotic	splash
Milotic	substitute
Milotic	surf
Milotic	swagger
Milotic	swift
Milotic	tackle
Milotic	tickle
Milotic	toxic
Milotic	twister
Milotic	water gun
Milotic	water pulse
Milotic	water sport
Milotic	waterfall
Milotic	whirlpool
Milotic	wrap
Miltank	attract
Miltank	bide
Miltank	blizzard
Miltank	block
Miltank	body slam
Miltank	brick break
Miltank	captivate
Miltank	counter
Miltank	curse
Miltank	defense curl
Miltank	dizzy punch
Miltank	double team
Miltank	double-edge
Miltank	dynamicpunch
Miltank	earthquake
Miltank	endure
Miltank	facade
Miltank	fire punch
Miltank	fling
Miltank	focus blast
Miltank	focus punch
Miltank	frustration
Miltank	giga impact
Miltank	growl
Miltank	gyro ball
Miltank	hammer arm
Miltank	headbutt
Miltank	heal bell
Miltank	helping hand
Miltank	hidden power
Miltank	hyper beam
Miltank	ice beam
Miltank	ice punch
Miltank	icy wind
Miltank	iron head
Miltank	iron tail
Miltank	mega kick
Miltank	mega punch
Miltank	metronome
Miltank	milk drink
Miltank	mimic
Miltank	mud-slap
Miltank	natural gift
Miltank	present
Miltank	protect
Miltank	psych up
Miltank	punishment
Miltank	rain dance
Miltank	rest
Miltank	return
Miltank	reversal
Miltank	rock slide
Miltank	rock smash
Miltank	rock tomb
Miltank	rollout
Miltank	sandstorm
Miltank	secret power
Miltank	seismic toss
Miltank	shadow ball
Miltank	shock wave
Miltank	sleep talk
Miltank	snore
Miltank	solarbeam
Miltank	stealth rock
Miltank	stomp
Miltank	strength
Miltank	substitute
Miltank	sunny day
Miltank	surf
Miltank	swagger
Miltank	tackle
Miltank	thunder
Miltank	thunder wave
Miltank	thunderbolt
Miltank	thunderpunch
Miltank	toxic
Miltank	wake-up slap
Miltank	water pulse
Miltank	whirlpool
Miltank	zen headbutt
Mime Jr.	attract
Mime Jr.	barrier
Mime Jr.	baton pass
Mime Jr.	brick break
Mime Jr.	calm mind
Mime Jr.	captivate
Mime Jr.	charge beam
Mime Jr.	charm
Mime Jr.	confuse ray
Mime Jr.	confusion
Mime Jr.	copycat
Mime Jr.	double team
Mime Jr.	doubleslap
Mime Jr.	drain punch
Mime Jr.	dream eater
Mime Jr.	encore
Mime Jr.	endure
Mime Jr.	facade
Mime Jr.	fake out
Mime Jr.	flash
Mime Jr.	fling
Mime Jr.	focus punch
Mime Jr.	frustration
Mime Jr.	future sight
Mime Jr.	grass knot
Mime Jr.	headbutt
Mime Jr.	healing wish
Mime Jr.	helping hand
Mime Jr.	hidden power
Mime Jr.	hypnosis
Mime Jr.	light screen
Mime Jr.	magic coat
Mime Jr.	meditate
Mime Jr.	mimic
Mime Jr.	mud-slap
Mime Jr.	nasty plot
Mime Jr.	natural gift
Mime Jr.	protect
Mime Jr.	psybeam
Mime Jr.	psych up
Mime Jr.	psychic
Mime Jr.	rain dance
Mime Jr.	recycle
Mime Jr.	reflect
Mime Jr.	rest
Mime Jr.	return
Mime Jr.	role play
Mime Jr.	safeguard
Mime Jr.	secret power
Mime Jr.	shadow ball
Mime Jr.	shock wave
Mime Jr.	signal beam
Mime Jr.	skill swap
Mime Jr.	sleep talk
Mime Jr.	snatch
Mime Jr.	snore
Mime Jr.	solarbeam
Mime Jr.	substitute
Mime Jr.	sunny day
Mime Jr.	swagger
Mime Jr.	taunt
Mime Jr.	teeter dance
Mime Jr.	thief
Mime Jr.	thunder
Mime Jr.	thunder wave
Mime Jr.	thunderbolt
Mime Jr.	tickle
Mime Jr.	torment
Mime Jr.	toxic
Mime Jr.	trick
Mime Jr.	trick room
Mime Jr.	uproar
Mime Jr.	wake-up slap
Minun	agility
Minun	attract
Minun	baton pass
Minun	body slam
Minun	captivate
Minun	charge
Minun	charge beam
Minun	charm
Minun	copycat
Minun	counter
Minun	defense curl
Minun	discharge
Minun	double team
Minun	double-edge
Minun	dynamicpunch
Minun	encore
Minun	endure
Minun	facade
Minun	fake tears
Minun	flash
Minun	fling
Minun	frustration
Minun	grass knot
Minun	growl
Minun	headbutt
Minun	helping hand
Minun	hidden power
Minun	iron tail
Minun	light screen
Minun	magnet rise
Minun	mega kick
Minun	mega punch
Minun	metronome
Minun	mimic
Minun	mud sport
Minun	mud-slap
Minun	nasty plot
Minun	natural gift
Minun	protect
Minun	quick attack
Minun	rain dance
Minun	rest
Minun	return
Minun	rollout
Minun	secret power
Minun	seismic toss
Minun	shock wave
Minun	signal beam
Minun	sing
Minun	sleep talk
Minun	snore
Minun	spark
Minun	substitute
Minun	swagger
Minun	sweet kiss
Minun	swift
Minun	thunder
Minun	thunder wave
Minun	thunderbolt
Minun	thunderpunch
Minun	toxic
Minun	trump card
Minun	uproar
Minun	wish
Misdreavus	aerial ace
Misdreavus	astonish
Misdreavus	attract
Misdreavus	calm mind
Misdreavus	captivate
Misdreavus	charge beam
Misdreavus	confuse ray
Misdreavus	curse
Misdreavus	dark pulse
Misdreavus	defense curl
Misdreavus	destiny bond
Misdreavus	double team
Misdreavus	double-edge
Misdreavus	dream eater
Misdreavus	embargo
Misdreavus	endure
Misdreavus	facade
Misdreavus	flash
Misdreavus	frustration
Misdreavus	growl
Misdreavus	grudge
Misdreavus	headbutt
Misdreavus	heal bell
Misdreavus	hidden power
Misdreavus	icy wind
Misdreavus	imprison
Misdreavus	mean look
Misdreavus	memento
Misdreavus	mimic
Misdreavus	nasty plot
Misdreavus	natural gift
Misdreavus	nightmare
Misdreavus	ominous wind
Misdreavus	pain split
Misdreavus	payback
Misdreavus	perish song
Misdreavus	power gem
Misdreavus	protect
Misdreavus	psybeam
Misdreavus	psych up
Misdreavus	psychic
Misdreavus	psywave
Misdreavus	rain dance
Misdreavus	rest
Misdreavus	return
Misdreavus	role play
Misdreavus	screech
Misdreavus	secret power
Misdreavus	shadow ball
Misdreavus	shadow sneak
Misdreavus	shock wave
Misdreavus	skill swap
Misdreavus	sleep talk
Misdreavus	snatch
Misdreavus	snore
Misdreavus	spite
Misdreavus	substitute
Misdreavus	sucker punch
Misdreavus	sunny day
Misdreavus	swagger
Misdreavus	swift
Misdreavus	taunt
Misdreavus	thief
Misdreavus	thunder
Misdreavus	thunder wave
Misdreavus	thunderbolt
Misdreavus	torment
Misdreavus	toxic
Misdreavus	trick
Misdreavus	trick room
Misdreavus	uproar
Misdreavus	will-o-wisp
Mismagius	aerial ace
Mismagius	astonish
Mismagius	attract
Mismagius	calm mind
Mismagius	captivate
Mismagius	charge beam
Mismagius	confuse ray
Mismagius	curse
Mismagius	dark pulse
Mismagius	defense curl
Mismagius	destiny bond
Mismagius	double team
Mismagius	double-edge
Mismagius	dream eater
Mismagius	embargo
Mismagius	endure
Mismagius	energy ball
Mismagius	facade
Mismagius	flash
Mismagius	frustration
Mismagius	giga impact
Mismagius	growl
Mismagius	grudge
Mismagius	headbutt
Mismagius	heal bell
Mismagius	hidden power
Mismagius	hyper beam
Mismagius	icy wind
Mismagius	imprison
Mismagius	lucky chant
Mismagius	magical leaf
Mismagius	mean look
Mismagius	memento
Mismagius	mimic
Mismagius	nasty plot
Mismagius	natural gift
Mismagius	ominous wind
Mismagius	pain split
Mismagius	payback
Mismagius	perish song
Mismagius	power gem
Mismagius	protect
Mismagius	psybeam
Mismagius	psych up
Mismagius	psychic
Mismagius	psywave
Mismagius	rain dance
Mismagius	rest
Mismagius	return
Mismagius	role play
Mismagius	screech
